redundancy_cluster_id,direction,decision_tf,size,jaccard_threshold,representative_composite_id,alias_composite_ids,members,COMPOSITE_REDUNDANCY_METHOD
NR-000228,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|98de5c2b24a5a270,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|b62902bd2d83ecc1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|067b00d391aea4fd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|298c0b11b15a984d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3c718e1f1dc80e8d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|79ceb81043ec44a9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9c37f38ff75987b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ecc829a630230ac2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ff869d3d430094ac""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|b62902bd2d83ecc1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|067b00d391aea4fd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|298c0b11b15a984d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3c718e1f1dc80e8d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|79ceb81043ec44a9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|98de5c2b24a5a270"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9c37f38ff75987b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ecc829a630230ac2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ff869d3d430094ac""]",EVENT_STREAM_JACCARD
NR-000229,DOWN,30m,10,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7e7b7c1dcc109b7c,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|c0fab65992357c12"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0d215d8c00e1125e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3f0353555eabed8b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4781c05b2191b931"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|91bf65ed8a6a7c96"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9229707673ebef64"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b632ee2c5a66b669"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d036b83fed4b7606"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d3a9abc04e0d2218""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|c0fab65992357c12"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0d215d8c00e1125e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3f0353555eabed8b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4781c05b2191b931"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7e7b7c1dcc109b7c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|91bf65ed8a6a7c96"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9229707673ebef64"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b632ee2c5a66b669"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d036b83fed4b7606"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d3a9abc04e0d2218""]",EVENT_STREAM_JACCARD
NR-000230,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|86bfbd430a081ba7,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5d227aab03a0ae6c""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5d227aab03a0ae6c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|86bfbd430a081ba7""]",EVENT_STREAM_JACCARD
NR-000231,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e7100f6b73e1b082,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d2af068c0e705e47""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d2af068c0e705e47"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|e7100f6b73e1b082""]",EVENT_STREAM_JACCARD
NR-000232,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|17f3fb8446b53d4c,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|d3cc9e77a7025130"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|10aa4398dc9423a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1c113787322d3c31"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|53d6898f66dcc00d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|659d37b6738befc9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a33866f8e3f0b423"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|dfd38afc30f5c02e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f8708756974b01bd""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|d3cc9e77a7025130"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|10aa4398dc9423a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|17f3fb8446b53d4c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1c113787322d3c31"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|53d6898f66dcc00d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|659d37b6738befc9"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a33866f8e3f0b423"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|dfd38afc30f5c02e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f8708756974b01bd""]",EVENT_STREAM_JACCARD
NR-000233,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b505c85f984b1fcc,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|612bc216906dd25b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0673eee8e85475bc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1daed3fa40171a87"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|27dc8a6455465ae0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|76ddc8099f30c9ae"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|96309ab187a8161e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|96fb3067338efa64"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f4a929d9e67bb007""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|612bc216906dd25b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0673eee8e85475bc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1daed3fa40171a87"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|27dc8a6455465ae0"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|76ddc8099f30c9ae"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|96309ab187a8161e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|96fb3067338efa64"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b505c85f984b1fcc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f4a929d9e67bb007""]",EVENT_STREAM_JACCARD
NR-000234,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|517f4f9947047024,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|c36f75e3ca7105bd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|12c7d3a48d8ab048"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|179ffdbbb1874609"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1f7cd817d54bd4e2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2262c9a5a60e3928"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|806aa689dec2211b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|81788179a44a6332"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8cc15f4639fdc680""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|c36f75e3ca7105bd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|12c7d3a48d8ab048"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|179ffdbbb1874609"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1f7cd817d54bd4e2"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2262c9a5a60e3928"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|517f4f9947047024"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|806aa689dec2211b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|81788179a44a6332"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8cc15f4639fdc680""]",EVENT_STREAM_JACCARD
NR-000235,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|95a1d85ca9ebfe6d,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0bce1c0799459026""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0bce1c0799459026"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|95a1d85ca9ebfe6d""]",EVENT_STREAM_JACCARD
NR-000236,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d250fa7013d28ad6,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|b862903a23b6fb2a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|007b9fa7b7e20eb5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|042c08bf4f8fc312"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|10e0b98ece2768f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|23d67d21ed1e636f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|41ae83411fa13731"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a1942b5e6bd1b782""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|b862903a23b6fb2a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|007b9fa7b7e20eb5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|042c08bf4f8fc312"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|10e0b98ece2768f3"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|23d67d21ed1e636f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|41ae83411fa13731"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a1942b5e6bd1b782"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d250fa7013d28ad6""]",EVENT_STREAM_JACCARD
NR-000237,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f8993aa3fd91b402,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5266cda5f8be8e47""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5266cda5f8be8e47"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f8993aa3fd91b402""]",EVENT_STREAM_JACCARD
NR-000238,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b1f4c6d57bfb90d4,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|6fd1bbcc634bfa08"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0a7b5a3478e0595a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|21d7822d6632363e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4435824caeb2dd4e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|489ef79ed21df5d8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|59cdad5a8b60b50d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|737277d8c3c63dbc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|de29eb19d742546d""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|6fd1bbcc634bfa08"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0a7b5a3478e0595a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|21d7822d6632363e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4435824caeb2dd4e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|489ef79ed21df5d8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|59cdad5a8b60b50d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|737277d8c3c63dbc"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b1f4c6d57bfb90d4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|de29eb19d742546d""]",EVENT_STREAM_JACCARD
NR-000239,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7fdf22833b3d7b8d,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|85e07cdaba5f8a68"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0816e24ca7f22871"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|108482711578b820"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|170816e345376880"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|36e544731be73a4f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|778c2e6cde090ac8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7f08261385bf513c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a3b615eac980c637""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|85e07cdaba5f8a68"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0816e24ca7f22871"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|108482711578b820"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|170816e345376880"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|36e544731be73a4f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|778c2e6cde090ac8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7f08261385bf513c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7fdf22833b3d7b8d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|a3b615eac980c637""]",EVENT_STREAM_JACCARD
NR-000240,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|77156e63f03de5dd,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|9ef4be466a1afd64"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0cbfa61444effafb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|24dc28b3ef11550b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5484060373d67341"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|81fe912d8181864f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|945703e3ed66e412"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|98cb6246972d59b9""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|9ef4be466a1afd64"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0cbfa61444effafb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|24dc28b3ef11550b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5484060373d67341"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|77156e63f03de5dd"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|81fe912d8181864f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|945703e3ed66e412"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|98cb6246972d59b9""]",EVENT_STREAM_JACCARD
NR-000241,DOWN,30m,8,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b6d01c57c72d9b07,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|0fc2afe347f8a813"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1585366ecdbaee1f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|25f9440058ab3251"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2de154484aa80188"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6118ad88882ea9f1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6c087c4d6faa244f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|91f4467f3b008b6a""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|0fc2afe347f8a813"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1585366ecdbaee1f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|25f9440058ab3251"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2de154484aa80188"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6118ad88882ea9f1"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6c087c4d6faa244f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|91f4467f3b008b6a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b6d01c57c72d9b07""]",EVENT_STREAM_JACCARD
NR-000242,DOWN,30m,2,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|151205c679a08a1b,"[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3af1030049270aed""]","[""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|151205c679a08a1b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|3af1030049270aed""]",EVENT_STREAM_JACCARD
NR-000243,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|eae6d25e50d91d88,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|f1e9b0aec60e163b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0134fbde5223deec"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|06c21f0ba80b4714"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|08550e95ac9a7993"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|14fbc7cecf5dce4c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|729ea94fbe0386c4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b86fa4bda407259c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c489d8f06ef1cc1d""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|f1e9b0aec60e163b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0134fbde5223deec"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|06c21f0ba80b4714"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|08550e95ac9a7993"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|14fbc7cecf5dce4c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|729ea94fbe0386c4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|b86fa4bda407259c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|c489d8f06ef1cc1d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|eae6d25e50d91d88""]",EVENT_STREAM_JACCARD
NR-000244,DOWN,30m,10,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6fb0d652fdfdd45f,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|2eff6d394e25a069"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1846d824e7dd5109"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2256caaa45d7484d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|42c4a9e8b44961df"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4f96e133acab2b5c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6319479c9438f623"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6936c5b31beecddb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|77d5f51bee3052f4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8b56ba2114545a34""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|2eff6d394e25a069"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|1846d824e7dd5109"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|2256caaa45d7484d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|42c4a9e8b44961df"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|4f96e133acab2b5c"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6319479c9438f623"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6936c5b31beecddb"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|6fb0d652fdfdd45f"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|77d5f51bee3052f4"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8b56ba2114545a34""]",EVENT_STREAM_JACCARD
NR-000245,DOWN,30m,9,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|adf4ca02ec9aa383,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|9c53f980d5f5b3e6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0d820612d88d78f5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|21d365c101875156"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|50969b71d615d6ac"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5c9bdf89b774943d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7c162cce03417ba6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8eb6b97c56a2c6af"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9975de878d822a7d""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|9c53f980d5f5b3e6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|0d820612d88d78f5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|21d365c101875156"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|50969b71d615d6ac"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5c9bdf89b774943d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|7c162cce03417ba6"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8eb6b97c56a2c6af"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9975de878d822a7d"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|adf4ca02ec9aa383""]",EVENT_STREAM_JACCARD
NR-000246,DOWN,30m,7,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|df383c5c6254956a,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|b2b43e615acc628a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|283e6480bab1e6ac"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5e710281a95521e7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8629e05ebf8974b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d49c9a15257e536b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f9cc57a1a270a381""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|b2b43e615acc628a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|283e6480bab1e6ac"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|5e710281a95521e7"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8629e05ebf8974b5"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|d49c9a15257e536b"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|df383c5c6254956a"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|f9cc57a1a270a381""]",EVENT_STREAM_JACCARD
NR-000247,DOWN,30m,10,0.95,COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9810c595865a2d94,"[""COMP|T3_ANCHOR_TRANSITION|DOWN|19f99c2c4cca579e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|02bb766e41fc7738"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|09b7769bfd73bdad"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|30afda1908b922a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|44fa2be289dee027"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|88014dc43d330060"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8df39e2b04972588"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|aafdca1417926f79"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ae3dc94cc05d332a""]","[""COMP|T3_ANCHOR_TRANSITION|DOWN|19f99c2c4cca579e"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|02bb766e41fc7738"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|09b7769bfd73bdad"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|30afda1908b922a8"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|44fa2be289dee027"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|88014dc43d330060"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|8df39e2b04972588"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|9810c595865a2d94"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|aafdca1417926f79"", ""COMP|T4_REGIME_ANCHOR_TRANSITION|DOWN|ae3dc94cc05d332a""]",EVENT_STREAM_JACCARD
